"s","birthName"
"http://dbpedia.org/resource/Marjory_Heath_Wentworth","Marjory Heath"
"http://dbpedia.org/resource/Markus_Hediger","Markus Hediger"
"http://dbpedia.org/resource/George_Eliot","Mary Anne Evans"
"http://dbpedia.org/resource/Mary_Robinson_(poet)","Mary Darby"
"http://dbpedia.org/resource/Dulcie_Deamer","Mary Elizabeth Kathleen Dulcie Deamer"
"http://dbpedia.org/resource/Ursula_Bethell","Mary Ursula Bethell"
"http://dbpedia.org/resource/Rosalía_de_Castro","María Rosalía Rita de Castro"
"http://dbpedia.org/resource/Mathilde_Blind","Mathilde Cohen"
"http://dbpedia.org/resource/Matsuo_Bashō","Matsuo Kinsaku ("
"http://dbpedia.org/resource/Mattie_Stepanek","Matthew Joseph Thaddeus Stepanek"
"http://dbpedia.org/resource/Max_Ernst","Maximilian Maria Ernst"
"http://dbpedia.org/resource/Maxine_Kumin","Maxine Winokur"
"http://dbpedia.org/resource/Mehdi_Akhavan-Sales","Mehdi Akhavān Sāles"
"http://dbpedia.org/resource/Nâzım_Hikmet","Mehmed Nâzım"
"http://dbpedia.org/resource/Onat_Kutlar","Mehmet Arif Onat Kutlar"
"http://dbpedia.org/resource/Meta_Vaux_Warrick_Fuller","Meta Vaux Warrick"
"http://dbpedia.org/resource/Michaël_Slory","Michaël Arnoldus Slory"
"http://dbpedia.org/resource/Michelangelo","Michelangelo di Lodovico Buonarroti Simoni"
"http://dbpedia.org/resource/Miguel_Hernández","Miguel Hernández Gilabert"
"http://dbpedia.org/resource/Mihai_Eminescu","Mihail Eminovici"
"http://dbpedia.org/resource/Mikhail_Lermontov","Mikhail Yuryevich Lermontov"
"http://dbpedia.org/resource/Milton_Acorn","Milton James Rhode Acorn"
"http://dbpedia.org/resource/Ghalib","Mirza Asadullah Baig Khan"
"http://dbpedia.org/resource/Mieczysław_Jastrun","Mojsze Agatstein"
"http://dbpedia.org/resource/Ziya_Gökalp","Muhammad Ziya"
"http://dbpedia.org/resource/Musa_Cälil","Musa Mostafa ulı Cälilev"
"http://dbpedia.org/resource/Kannadasan","Muthiah"
"http://dbpedia.org/resource/Mário_de_Andrade","Mário Raul de Morais Andrade"
"http://dbpedia.org/resource/Naomi_Shihab_Nye","Naomi Shihab"
"http://dbpedia.org/resource/Tuli_Kupferberg","Naphtali Kupferberg"
"http://dbpedia.org/resource/Zygmunt_Krasiński","Napoleon Stanisław Adam Feliks Zygmunt Krasiński"
"http://dbpedia.org/resource/Jean_Toomer","Nathan Pinchback Toomer"
"http://dbpedia.org/resource/Natsume_Sōseki","Natsume Kin'nosuke"
"http://dbpedia.org/resource/Neal_Cassady","Neal Leon Cassady"
"http://dbpedia.org/resource/Nicanor_Parra","Nicanor Segundo Parra Sandoval"
"http://dbpedia.org/resource/Nick_Cave","Nicholas Edward Cave"
"http://dbpedia.org/resource/Nick_Toczek","Nicholas Toczek"
"http://dbpedia.org/resource/Norman_MacCaig","Norman Alexander McCaig"
"http://dbpedia.org/resource/Octavio_Paz","Octavio Paz Lozano"
"http://dbpedia.org/resource/Hovhannes_Shiraz","Onik Tadevosi Karapetyan"
"http://dbpedia.org/resource/Alter_Esselin","Orkeh Serebrenik"
"http://dbpedia.org/resource/Oscar_Wilde","Oscar Fingal"
"http://dbpedia.org/resource/Osip_Mandelstam","Osip Emilyevich Mandelstam"
"http://dbpedia.org/resource/Pam_Ayres","Pamela Ayres"
"http://dbpedia.org/resource/Parveen_Shakir","Parveen Shakir Syed"
"http://dbpedia.org/resource/Patrick_Pearse","Patrick Henry Pearse"
"http://dbpedia.org/resource/Paul_Celan","Paul Antschel"
"http://dbpedia.org/resource/Paul_Auster","Paul Benjamin Auster"
"http://dbpedia.org/resource/Ntozake_Shange","Paulette Linda Williams"
"http://dbpedia.org/resource/Pedro_Calderón_de_la_Barca","Pedro Calderón de la Barca y Barreda González de Henao Ruiz de Blasco y Riaño"
"http://dbpedia.org/resource/Percy_Bysshe_Shelley","Percy Bysshe Shelley"
"http://dbpedia.org/resource/Wyndham_Lewis","Percy Wyndham Lewis"
"http://dbpedia.org/resource/Peter_Orlovsky","Peter Anton Orlovsky"
"http://dbpedia.org/resource/Peter_Porter_(poet)","Peter Neville Frederick Porter"
"http://dbpedia.org/resource/Philip_Larkin","Philip Arthur Larkin"
"http://dbpedia.org/resource/Susanna_Roxman","Pia Susanna Ellinor Roxman"
"http://dbpedia.org/resource/Denise_Levertov","Priscilla Denise Levertoff"
"http://dbpedia.org/resource/Ovid","Publius Ovidius Naso"
"http://dbpedia.org/resource/Virgil","Publius Vergilius Maro"
"http://dbpedia.org/resource/Ennius","Quintus Ennius"
"http://dbpedia.org/resource/Horace","Quintus Horatius Flaccus"
"http://dbpedia.org/resource/Rabindranath_Tagore","Rabindranath Thakur"
"http://dbpedia.org/resource/Petar_II_Petrović-Njegoš","Radivoje Petrović"
"http://dbpedia.org/resource/Ralph_Chubb","Ralph Nicholas Chubb"
"http://dbpedia.org/resource/Tulsidas","Rambola Dubey"
"http://dbpedia.org/resource/Ramdhari_Singh_Dinkar","Ramdhari Singh"
"http://dbpedia.org/resource/Ravji_Patel","Ravji Chhotalal Patel"
"http://dbpedia.org/resource/Rebecca_Hammond_Lard","Rebecca Hammond"
"http://dbpedia.org/resource/Rainer_Maria_Rilke","René Karl Wilhelm Johann Josef Maria Rilke"
"http://dbpedia.org/resource/Pablo_Neruda","Ricardo Eliécer Neftalí Reyes Basoalto"
"http://dbpedia.org/resource/Richard_Hugo","Richard Franklin Hogan"
"http://dbpedia.org/resource/Richard_Eberhart","Richard Ghormley Eberhart"
"http://dbpedia.org/resource/Richard_Wilbur","Richard Purdy Wilbur"
"http://dbpedia.org/resource/Dick_Allen_(poet)","Richard Stanley Allen"
"http://dbpedia.org/resource/Rita_Dove","Rita Frances Dove"
"http://dbpedia.org/resource/Bob_Dylan","Robert Allen Zimmerman"
"http://dbpedia.org/resource/Robert_Bly","Robert Elwood Bly"
"http://dbpedia.org/resource/Bob_Kaufman","Robert Garnell Kaufman"
"http://dbpedia.org/resource/Laurence_Binyon","Robert Laurence Binyon"
"http://dbpedia.org/resource/Robbie_Coburn","Robert Lee Coburn"
"http://dbpedia.org/resource/Robert_Frost","Robert Lee Frost"
"http://dbpedia.org/resource/Robert_Louis_Stevenson","Robert Lewis Balfour Stevenson"
"http://dbpedia.org/resource/Robert_Bridges","Robert Seymour Bridges"
"http://dbpedia.org/resource/Robert_Lowell","Robert Traill Spence Lowell IV"
"http://dbpedia.org/resource/Roger_McGough","Roger Joseph McGough"
"http://dbpedia.org/resource/Ron_Allen_(playwright)","Ronald Allen"
"http://dbpedia.org/resource/R._S._Thomas","Ronald Stuart Thomas"
"http://dbpedia.org/resource/Roque_Dalton","Roque Antonio Dalton García"
"http://dbpedia.org/resource/Lola_Ridge","Rose Emily Ridge"
"http://dbpedia.org/resource/Rosmarie_Waldrop","Rosmarie Sebald"
"http://dbpedia.org/resource/Rupert_Brooke","Rupert Chawner Brooke"
"http://dbpedia.org/resource/Tristan_Tzara","Samuel (Samy) Rosenstock"
"http://dbpedia.org/resource/Sam_Hunt_(poet)","Samuel Percival Maitland Hunt"
"http://dbpedia.org/resource/Sam_Ragan","Samuel Talmadge Ragan"
"http://dbpedia.org/resource/Źmitrok_Biadula","Samuil Jafimavič Płaŭnik"
"http://dbpedia.org/resource/Sara_Teasdale","Sarah Trevor Teasdale"
"http://dbpedia.org/resource/Selima_Hill","Seilima Wood"
"http://dbpedia.org/resource/Josh_Malihabadi","Shabbir Hasan Khan"
"http://dbpedia.org/resource/Sharon_Olds","Sharon Stuart Cobb"
"http://dbpedia.org/resource/Shel_Silverstein","Sheldon Allan Silverstein"
"http://dbpedia.org/resource/Shirley_Kaufman","Shirley Kaufman Daleski"
"http://dbpedia.org/resource/Sidney_Keyes","Sidney Arthur Kilworth Keyes"
"http://dbpedia.org/resource/Siegfried_Sassoon","Siegfried Loraine Sassoon"
"http://dbpedia.org/resource/Sjón","Sigurjón Birgir Sigurðsson"
"http://dbpedia.org/resource/Sima_Milutinović_Sarajlija","Simeon Milutinović"
"http://dbpedia.org/resource/Simon_Armitage","Simon Robert Armitage"
"http://dbpedia.org/resource/Stanisław_Wyspiański","Stanisław Mateusz Ignacy Wyspiański"
"http://dbpedia.org/resource/Stanley_Kunitz","Stanley Jasspon Kunitz"
"http://dbpedia.org/resource/Miller_Williams","Stanley Miller Williams"
"http://dbpedia.org/resource/Stan_Rice","Stanley Travis Rice Jr."
"http://dbpedia.org/resource/Vahni_Capildeo","Surya Vahni Priya Capildeo"
"http://dbpedia.org/resource/Sue_Lenier","Susan Jennifer Lenier"
"http://dbpedia.org/resource/Ahmad_Faraz","Syed Ahmad Shah Ali"
"http://dbpedia.org/resource/Sándor_Márai","Sándor Károly Henrik Grosschmid de Mára"
"http://dbpedia.org/resource/Sándor_Weöres","Sándor Weöres"
"http://dbpedia.org/resource/Tadeusz_Boy-Żeleński","Tadeusz Kamil Marcjan Żeleński"
"http://dbpedia.org/resource/Jacquie_Sturm","Te Kare Papuni"
"http://dbpedia.org/resource/Raipiyel_Tennakoon","Tennakoon Arachchige Don Raphael"
"http://dbpedia.org/resource/Spike_Milligan","Terence Alan Milligan"
"http://dbpedia.org/resource/Neyzen_Tevfik","Tevfik Kolaylı"
"http://dbpedia.org/resource/Lucille_Clifton","Thelma Lucille Sayles"
"http://dbpedia.org/resource/Dr._Seuss","Theodor Seuss Geisel"
"http://dbpedia.org/resource/Theodore_Roethke","Theodore Huebner Roethke"
"http://dbpedia.org/resource/Wilson_Harris","Theodore Wilson Harris"
"http://dbpedia.org/resource/Allen_Curnow","Thomas Allen Monro Curnow"
"http://dbpedia.org/resource/Thomas_Edward_Brown","Thomas Edward Brown"
"http://dbpedia.org/resource/Thomas_M._Disch","Thomas Michael Disch"
"http://dbpedia.org/resource/Tom_Raworth","Thomas Moore Raworth"
"http://dbpedia.org/resource/Thomas_Lux","Thomas Norman Lux"
"http://dbpedia.org/resource/T._S._Eliot","Thomas Stearns Eliot"
"http://dbpedia.org/resource/Thomas_Wyatt_(poet)","Thomas Wyatt"
"http://dbpedia.org/resource/Tobias_Smollett","Tobias George Smollett"
"http://dbpedia.org/resource/Toi_Derricotte","Toinette Webster"
"http://dbpedia.org/resource/Guru_Tegh_Bahadur","Tyag Mal"
"http://dbpedia.org/resource/Kálmán_Tóth_(poet)","Tóth Kálmán"
"http://dbpedia.org/resource/Umberto_Saba","Umberto Poli"
"http://dbpedia.org/resource/U._A._Fanthorpe","Ursula Askham Fanthorpe"
"http://dbpedia.org/resource/Vahan_Terian","Vahan Teryan"
"http://dbpedia.org/resource/Veturi","Veturi Sundararama Murthy"
"http://dbpedia.org/resource/Vicente_Huidobro","Vicente García-Huidobro Fernández"
"http://dbpedia.org/resource/Vicente_Aleixandre","Vicente Pío Marcelino Cirilo Aleixandre y Merlo"
"http://dbpedia.org/resource/Victor_Hugo","Victor-Marie Hugo"
"http://dbpedia.org/resource/Viggo_Mortensen","Viggo Peter Mortensen Jr."
"http://dbpedia.org/resource/Violet_Jacob","Violet Augusta Mary Frederica Kennedy-Erskine"
"http://dbpedia.org/resource/Clive_James","Vivian Leopold James"
"http://dbpedia.org/resource/Vladimir_Mayakovsky","Vladimir Vladimirovich Mayakovsky"
"http://dbpedia.org/resource/David_Jones_(artist-poet)","Walter David Jones"
"http://dbpedia.org/resource/Walter_de_la_Mare","Walter John de la Mare"
"http://dbpedia.org/resource/Walt_Whitman","Walter Whitman"
"http://dbpedia.org/resource/Bruno_Jasieński","Wiktor Zysman"
"http://dbpedia.org/resource/Wilfred_Owen","Wilfred Edward Salter Owen"
"http://dbpedia.org/resource/Guillaume_Apollinaire","Wilhelm Albert Włodzimierz Apolinary Kostrowicki"
"http://dbpedia.org/resource/Bliss_Carman","William Bliss Carman"
"http://dbpedia.org/resource/William_Stafford_(poet)","William Edgar Stafford"
"http://dbpedia.org/resource/W._E._B._Du_Bois","William Edward Burghardt Du Bois"
"http://dbpedia.org/resource/Bill_Bissett","William Frederick Bissett"
"http://dbpedia.org/resource/William_Henry_Drummond","William Henry Drumm"
"http://dbpedia.org/resource/Billy_Collins","William James Collins"
"http://dbpedia.org/resource/William_S._Burroughs","William Seward Burroughs II"
"http://dbpedia.org/resource/W._S._Merwin","William Stanley Merwin"
"http://dbpedia.org/resource/Sonia_Sanchez","Wilsonia Benita Driver"
"http://dbpedia.org/resource/W._H._Auden","Wystan Hugh Auden"
"http://dbpedia.org/resource/Xin_Qiji","Xin Qiji"
"http://dbpedia.org/resource/Yevgeny_Yevtushenko","Yevgeny Aleksandrovich Gangnus"
"http://dbpedia.org/resource/Nikki_Giovanni","Yolande Cornelia Giovanni Jr."
"http://dbpedia.org/resource/Hai_Zi","Zha Haisheng"
"http://dbpedia.org/resource/Zinaida_Gippius","Zinaida Nikolayevna Gippius"
"http://dbpedia.org/resource/Zuzanna_Ginczanka","Zuzanna Polina Gincburg"
"http://dbpedia.org/resource/Stéphane_Mallarmé","Étienne Mallarmé"
"http://dbpedia.org/resource/Ğabdulla_Tuqay","Ğabdulla Möxämmätğärif uğlı Tuqayev"
"http://dbpedia.org/resource/Jūkichi_Yagi","八木 重吉"
