"s","birthPlace"
"http://dbpedia.org/resource/Rumer_Godden","http://dbpedia.org/resource/Eastbourne"
"http://dbpedia.org/resource/Alice_Walker","http://dbpedia.org/resource/Eatonton,_Georgia"
"http://dbpedia.org/resource/Chris_Abani","http://dbpedia.org/resource/Ebonyi_State"
"http://dbpedia.org/resource/Karina_Galvez","http://dbpedia.org/resource/Ecuador"
"http://dbpedia.org/resource/Robert_Louis_Stevenson","http://dbpedia.org/resource/Edinburgh"
"http://dbpedia.org/resource/Robert_Fergusson","http://dbpedia.org/resource/Edinburgh"
"http://dbpedia.org/resource/Walter_Scott","http://dbpedia.org/resource/Edinburgh"
"http://dbpedia.org/resource/Norman_MacCaig","http://dbpedia.org/resource/Edinburgh"
"http://dbpedia.org/resource/J._K._Annand","http://dbpedia.org/resource/Edinburgh"
"http://dbpedia.org/resource/Anne_Bannerman","http://dbpedia.org/resource/Edinburgh,_Scotland"
"http://dbpedia.org/resource/Natsume_Sōseki","http://dbpedia.org/resource/Edo"
"http://dbpedia.org/resource/Andrea_Cheng","http://dbpedia.org/resource/El_Paso"
"http://dbpedia.org/resource/Roque_Dalton","http://dbpedia.org/resource/El_Salvador"
"http://dbpedia.org/resource/Else_Lasker-Schüler","http://dbpedia.org/resource/Elberfeld"
"http://dbpedia.org/resource/Paul_Gerhardt","http://dbpedia.org/resource/Electorate_of_Saxony"
"http://dbpedia.org/resource/Gotthold_Ephraim_Lessing","http://dbpedia.org/resource/Electorate_of_Saxony"
"http://dbpedia.org/resource/Novalis","http://dbpedia.org/resource/Electorate_of_Saxony"
"http://dbpedia.org/resource/Clemens_Brentano","http://dbpedia.org/resource/Electorate_of_Trier"
"http://dbpedia.org/resource/Eduard_Mörike","http://dbpedia.org/resource/Electorate_of_Württemberg"
"http://dbpedia.org/resource/Aeschylus","http://dbpedia.org/resource/Eleusis"
"http://dbpedia.org/resource/Oliver_Goldsmith","http://dbpedia.org/resource/Elphin,_County_Roscommon"
"http://dbpedia.org/resource/Erasmus_Darwin","http://dbpedia.org/resource/Elston"
"http://dbpedia.org/resource/Jared_Carter_(poet)","http://dbpedia.org/resource/Elwood,_Indiana"
"http://dbpedia.org/resource/Caroline_Norton","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Robert_Nye","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Robert_Priest","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Roger_McGough","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Samuel_Rogers","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Sasha_Dugdale","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Saunders_Lewis","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Hugh_Sykes_Davies","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/John_Wilmot,_2nd_Earl_of_Rochester","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Robert_Bridges","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Mary_Sidney","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Geoffrey_Hill","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/George_Eliot","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Thomas_Warton","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Anne_Bradstreet","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Anthony_Burgess","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Les_Barker","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Luci_Shaw","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Tom_Raworth","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/A._S._J._Tessimond","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Richard_Savage_(poet)","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Hartley_Coleridge","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Henry_Fielding","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Arthur_Waley","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Charles_Tennyson_Turner","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/John_Dryden","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/John_Henry_Newman","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Edgell_Rickword","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Dora_Greenwell","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Margaret_Cavendish,_Duchess_of_Newcastle-upon-Tyne","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Mark_Akenside","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Philip_Larkin","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Selima_Hill","http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Anne_Morrow_Lindbergh","http://dbpedia.org/resource/Englewood,_New_Jersey"
"http://dbpedia.org/resource/Sidney_Wade","http://dbpedia.org/resource/Englewood,_New_Jersey"
"http://dbpedia.org/resource/Charles_Wesley","http://dbpedia.org/resource/Epworth,_England"
"http://dbpedia.org/resource/Wendy_Cope","http://dbpedia.org/resource/Erith"
"http://dbpedia.org/resource/Avetik_Isahakyan","http://dbpedia.org/resource/Erivan_Governorate"
"http://dbpedia.org/resource/Cemal_Süreya","http://dbpedia.org/resource/Erzincan"
"http://dbpedia.org/resource/Haydar_Ergülen","http://dbpedia.org/resource/Eskişehir"
"http://dbpedia.org/resource/Denise_Levertov","http://dbpedia.org/resource/Essex"
"http://dbpedia.org/resource/Coventry_Patmore","http://dbpedia.org/resource/Essex"
"http://dbpedia.org/resource/Edward_de_Vere,_17th_Earl_of_Oxford","http://dbpedia.org/resource/Essex"
"http://dbpedia.org/resource/George_Barker_(poet)","http://dbpedia.org/resource/Essex"
"http://dbpedia.org/resource/William_Morris","http://dbpedia.org/resource/Essex"
"http://dbpedia.org/resource/Edgell_Rickword","http://dbpedia.org/resource/Essex"
"http://dbpedia.org/resource/Margaret_Cavendish,_Duchess_of_Newcastle-upon-Tyne","http://dbpedia.org/resource/Essex"
"http://dbpedia.org/resource/Claribel_Alegría","http://dbpedia.org/resource/Estelí"
"http://dbpedia.org/resource/Paul-Eerik_Rummo","http://dbpedia.org/resource/Estonia"
"http://dbpedia.org/resource/Tõnu_Trubetsky","http://dbpedia.org/resource/Estonia"
"http://dbpedia.org/resource/Hendrik_Adamson","http://dbpedia.org/resource/Estonia"
"http://dbpedia.org/resource/Artur_Adson","http://dbpedia.org/resource/Estonia"
"http://dbpedia.org/resource/August_Alle","http://dbpedia.org/resource/Estonia"
"http://dbpedia.org/resource/Ilmar_Laaban","http://dbpedia.org/resource/Estonia"
"http://dbpedia.org/resource/James_Hogg","http://dbpedia.org/resource/Ettrick,_Scotland"
"http://dbpedia.org/resource/Patricia_Beer","http://dbpedia.org/resource/Exmouth"
"http://dbpedia.org/resource/Charles_Cros","http://dbpedia.org/resource/Fabrezan"
"http://dbpedia.org/resource/Mir_Anees","http://dbpedia.org/resource/Faizabad"
"http://dbpedia.org/resource/Tracy_K._Smith","http://dbpedia.org/resource/Falmouth,_Massachusetts"
"http://dbpedia.org/resource/Mahadevi_Varma","http://dbpedia.org/resource/Farrukhabad"
"http://dbpedia.org/resource/Solomon_Löwisohn","http://dbpedia.org/resource/Fejér_County_(former)"
"http://dbpedia.org/resource/László_Nagy_(poet)","http://dbpedia.org/resource/Felsőiszkáz"
"http://dbpedia.org/resource/Uuno_Kailas","http://dbpedia.org/resource/Finland"
"http://dbpedia.org/resource/Eino_Leino","http://dbpedia.org/resource/Finland"
"http://dbpedia.org/resource/Johan_Ludvig_Runeberg","http://dbpedia.org/resource/Finland_under_Swedish_rule"
"http://dbpedia.org/resource/Zygmunt_Krasiński","http://dbpedia.org/resource/First_French_Empire"
"http://dbpedia.org/resource/Gevorg_Emin","http://dbpedia.org/resource/First_Republic_of_Armenia"
"http://dbpedia.org/resource/Dante_Alighieri","http://dbpedia.org/resource/Florence"
"http://dbpedia.org/resource/Florence_Nightingale","http://dbpedia.org/resource/Florence"
"http://dbpedia.org/resource/Harold_Acton","http://dbpedia.org/resource/Florence"
"http://dbpedia.org/resource/Donald_Justice","http://dbpedia.org/resource/Florida"
"http://dbpedia.org/resource/Necati_Cumalı","http://dbpedia.org/resource/Florina"
"http://dbpedia.org/resource/Jacint_Verdaguer","http://dbpedia.org/resource/Folgueroles"
"http://dbpedia.org/resource/John_of_the_Cross","http://dbpedia.org/resource/Fontiveros"
"http://dbpedia.org/resource/Stephen_Dunn","http://dbpedia.org/resource/Forest_Hills,_Queens"
"http://dbpedia.org/resource/William_Bronk","http://dbpedia.org/resource/Fort_Edward_(town),_New_York"
"http://dbpedia.org/resource/Jayne_Cortez","http://dbpedia.org/resource/Fort_Huachuca,_Arizona"
"http://dbpedia.org/resource/Pascale_Petit_(poet)","http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/Jean_Cocteau","http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/Alfonso_Vallejo","http://dbpedia.org/resource/Francoist_Spain"
"http://dbpedia.org/resource/Anne_Elizabeth_Wilson","http://dbpedia.org/resource/Frankfort,_Kentucky"
"http://dbpedia.org/resource/Bettina_von_Arnim","http://dbpedia.org/resource/Frankfurt_am_Main"
"http://dbpedia.org/resource/Bliss_Carman","http://dbpedia.org/resource/Fredericton"
"http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe","http://dbpedia.org/resource/Free_Imperial_City_of_Frankfurt"
"http://dbpedia.org/resource/Charles_Bukowski","http://dbpedia.org/resource/Free_State_of_Prussia"
"http://dbpedia.org/resource/Michael_Hofmann","http://dbpedia.org/resource/Freiburg"
"http://dbpedia.org/resource/Hélène_Cixous","http://dbpedia.org/resource/French_Algeria"
"http://dbpedia.org/resource/Victor_Hugo","http://dbpedia.org/resource/French_First_Republic"
"http://dbpedia.org/resource/André_Breton","http://dbpedia.org/resource/French_Third_Republic"
"http://dbpedia.org/resource/Léopold_Sédar_Senghor","http://dbpedia.org/resource/French_West_Africa"
"http://dbpedia.org/resource/Gary_Soto","http://dbpedia.org/resource/Fresno,_California"
"http://dbpedia.org/resource/William_Saroyan","http://dbpedia.org/resource/Fresno,_California"
"http://dbpedia.org/resource/Larry_Levis","http://dbpedia.org/resource/Fresno,_California"
"http://dbpedia.org/resource/Federico_García_Lorca","http://dbpedia.org/resource/Fuente_Vaqueros"
"http://dbpedia.org/resource/Abdillahi_Suldaan_Mohammed_Timacade","http://dbpedia.org/resource/Gabiley"
"http://dbpedia.org/resource/Alison_Brackenbury","http://dbpedia.org/resource/Gainsborough,_Lincolnshire"
"http://dbpedia.org/resource/Carl_Sandburg","http://dbpedia.org/resource/Galesburg,_Illinois"
"http://dbpedia.org/resource/Emil_Zegadłowicz","http://dbpedia.org/resource/Galicia_(Eastern_Europe)"
"http://dbpedia.org/resource/Rosalía_de_Castro","http://dbpedia.org/resource/Galicia_(autonomous_community)"
"http://dbpedia.org/resource/Nizami_Ganjavi","http://dbpedia.org/resource/Ganja,_Azerbaijan"
"http://dbpedia.org/resource/Michael_Ende","http://dbpedia.org/resource/Garmisch-Partenkirchen"
"http://dbpedia.org/resource/Edgar_Lee_Masters","http://dbpedia.org/resource/Garnett,_Kansas"
"http://dbpedia.org/resource/Hart_Crane","http://dbpedia.org/resource/Garrettsville,_Ohio"
"http://dbpedia.org/resource/Jacek_Dehnel","http://dbpedia.org/resource/Gdańsk"
"http://dbpedia.org/resource/Jakobe_Mansztajn","http://dbpedia.org/resource/Gdańsk"
"http://dbpedia.org/resource/Katarzyna_Krenz","http://dbpedia.org/resource/Gdańsk"
"http://dbpedia.org/resource/Goffredo_Mameli","http://dbpedia.org/resource/Genoa"
"http://dbpedia.org/resource/Eugenio_Montale","http://dbpedia.org/resource/Genoa"
"http://dbpedia.org/resource/Grace_Nichols","http://dbpedia.org/resource/Georgetown,_Guyana"
"http://dbpedia.org/resource/Washington_Allston","http://dbpedia.org/resource/Georgetown,_South_Carolina"
"http://dbpedia.org/resource/Georgia_Douglas_Johnson","http://dbpedia.org/resource/Georgia_(U.S._state)"
"http://dbpedia.org/resource/Mathilde_Blind","http://dbpedia.org/resource/German_Confederation"
"http://dbpedia.org/resource/Friedrich_Nietzsche","http://dbpedia.org/resource/German_Confederation"
"http://dbpedia.org/resource/Karl_May","http://dbpedia.org/resource/German_Confederation"
"http://dbpedia.org/resource/Bertolt_Brecht","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Max_Ernst","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Georg_Thurmair","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Agnes_Miegel","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Erich_Kästner","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Heinrich_Böll","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Hermann_Hesse","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Jean_Arp","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Leah_Goldberg","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Dietrich_Bonhoeffer","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Kurt_Tucholsky","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Nelly_Sachs","http://dbpedia.org/resource/German_Empire"
"http://dbpedia.org/resource/Rosmarie_Waldrop","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Gwendolyn_B._Bennett","http://dbpedia.org/resource/Giddings,_Texas"
"http://dbpedia.org/resource/Hushang_Ebtehaj","http://dbpedia.org/resource/Gilan"
"http://dbpedia.org/resource/Vernon_Watkins","http://dbpedia.org/resource/Glamorgan"
"http://dbpedia.org/resource/R._S._Thomas","http://dbpedia.org/resource/Glamorgan"
"http://dbpedia.org/resource/Carol_Ann_Duffy","http://dbpedia.org/resource/Glasgow"
"http://dbpedia.org/resource/Edwin_Morgan_(poet)","http://dbpedia.org/resource/Glasgow"
"http://dbpedia.org/resource/Thomas_Campbell_(poet)","http://dbpedia.org/resource/Glasgow"
"http://dbpedia.org/resource/Helen_Adam","http://dbpedia.org/resource/Glasgow"
"http://dbpedia.org/resource/Kate_Clanchy","http://dbpedia.org/resource/Glasgow"
"http://dbpedia.org/resource/Jennifer_Michael_Hecht","http://dbpedia.org/resource/Glen_Cove,_New_York"
"http://dbpedia.org/resource/Archibald_MacLeish","http://dbpedia.org/resource/Glencoe,_Illinois"
"http://dbpedia.org/resource/William_Ernest_Henley","http://dbpedia.org/resource/Gloucester"
"http://dbpedia.org/resource/Ivor_Gurney","http://dbpedia.org/resource/Gloucester"
"http://dbpedia.org/resource/William_Cartwright_(dramatist)","http://dbpedia.org/resource/Gloucestershire"
"http://dbpedia.org/resource/Aldous_Huxley","http://dbpedia.org/resource/Godalming"
"http://dbpedia.org/resource/Guru_Arjan","http://dbpedia.org/resource/Goindwal"
"http://dbpedia.org/resource/Ama_Ata_Aidoo","http://dbpedia.org/resource/Gold_Coast_(British_colony)"
"http://dbpedia.org/resource/Du_Fu","http://dbpedia.org/resource/Gongyi,_Henan"
"http://dbpedia.org/resource/Srečko_Kosovel","http://dbpedia.org/resource/Gorizia_and_Gradisca"
"http://dbpedia.org/resource/Christa_Wolf","http://dbpedia.org/resource/Gorzów_Wielkopolski"
"http://dbpedia.org/resource/Ivor_Cutler","http://dbpedia.org/resource/Govan"
"http://dbpedia.org/resource/Kersti_Merilaas","http://dbpedia.org/resource/Governorate_of_Estonia"
"http://dbpedia.org/resource/Betti_Alver","http://dbpedia.org/resource/Governorate_of_Livonia"
"http://dbpedia.org/resource/Ray_Buttigieg","http://dbpedia.org/resource/Gozo"
"http://dbpedia.org/resource/Petar_Preradović","http://dbpedia.org/resource/Grabrovnica"
"http://dbpedia.org/resource/Francis_Beaumont","http://dbpedia.org/resource/Grace-Dieu"
"http://dbpedia.org/resource/Ernesto_Cardenal","http://dbpedia.org/resource/Granada,_Nicaragua"
"http://dbpedia.org/resource/Georg_Büchner","http://dbpedia.org/resource/Grand_Duchy_of_Hesse"
"http://dbpedia.org/resource/Florence_Nightingale","http://dbpedia.org/resource/Grand_Duchy_of_Tuscany"
"http://dbpedia.org/resource/Sam_Ragan","http://dbpedia.org/resource/Granville_County,_North_Carolina"
"http://dbpedia.org/resource/Jim_Harrison","http://dbpedia.org/resource/Grayling,_Michigan"
"http://dbpedia.org/resource/W._E._B._Du_Bois","http://dbpedia.org/resource/Great_Barrington,_Massachusetts"
"http://dbpedia.org/resource/Robert_Conquest","http://dbpedia.org/resource/Great_Malvern"
"http://dbpedia.org/resource/Vasko_Popa","http://dbpedia.org/resource/Grebenac"
"http://dbpedia.org/resource/Ugo_Foscolo","http://dbpedia.org/resource/Greece"
"http://dbpedia.org/resource/James_Whitcomb_Riley","http://dbpedia.org/resource/Greenfield,_Indiana"
"http://dbpedia.org/resource/Alex_Grant_(poet)","http://dbpedia.org/resource/Greenock"
"http://dbpedia.org/resource/Bennie_Lee_Sinclair","http://dbpedia.org/resource/Greenville,_South_Carolina"
"http://dbpedia.org/resource/Henry_Lawson","http://dbpedia.org/resource/Grenfell,_New_South_Wales"
"http://dbpedia.org/resource/Paul_Gerhardt","http://dbpedia.org/resource/Gräfenhainichen"
"http://dbpedia.org/resource/Emelihter_Kihleng","http://dbpedia.org/resource/Guam"
"http://dbpedia.org/resource/Karina_Galvez","http://dbpedia.org/resource/Guayaquil"
"http://dbpedia.org/resource/Dalpatram","http://dbpedia.org/resource/Gujarat"
"http://dbpedia.org/resource/Mareez","http://dbpedia.org/resource/Gujarat"
"http://dbpedia.org/resource/Narsinh_Mehta","http://dbpedia.org/resource/Gujarat_under_Delhi_Sultanate"
"http://dbpedia.org/resource/Louisa_Lawson","http://dbpedia.org/resource/Gulgong"
"http://dbpedia.org/resource/Robert_Penn_Warren","http://dbpedia.org/resource/Guthrie,_Kentucky"
"http://dbpedia.org/resource/Wilson_Harris","http://dbpedia.org/resource/Guyana"
"http://dbpedia.org/resource/Jan_Nisar_Akhtar","http://dbpedia.org/resource/Gwalior"
"http://dbpedia.org/resource/Javed_Akhtar","http://dbpedia.org/resource/Gwalior"
"http://dbpedia.org/resource/Jan_Nisar_Akhtar","http://dbpedia.org/resource/Gwalior_State"
"http://dbpedia.org/resource/Javed_Akhtar","http://dbpedia.org/resource/Gwalior_State"
"http://dbpedia.org/resource/Choe_Chiwon","http://dbpedia.org/resource/Gyeongju"
"http://dbpedia.org/resource/Avetik_Isahakyan","http://dbpedia.org/resource/Gyumri"
"http://dbpedia.org/resource/Bogi_Takács","http://dbpedia.org/resource/Győr,_Hungary"
"http://dbpedia.org/resource/Cyprian_Norwid","http://dbpedia.org/resource/Głuchy"
"http://dbpedia.org/resource/Anton_Martin_Slomšek","http://dbpedia.org/resource/Habsburg_monarchy"
"http://dbpedia.org/resource/Zaharije_Orfelin","http://dbpedia.org/resource/Habsburg_monarchy"
"http://dbpedia.org/resource/France_Prešeren","http://dbpedia.org/resource/Habsburg_monarchy"
"http://dbpedia.org/resource/Dositej_Obradović","http://dbpedia.org/resource/Habsburg_monarchy"
"http://dbpedia.org/resource/George_Lyttelton,_1st_Baron_Lyttelton","http://dbpedia.org/resource/Hagley,_Worcestershire"
"http://dbpedia.org/resource/Xu_Zhimo","http://dbpedia.org/resource/Haining,_Zhejiang"
"http://dbpedia.org/resource/William_Shenstone","http://dbpedia.org/resource/Halesowen"
"http://dbpedia.org/resource/Donald_Hall","http://dbpedia.org/resource/Hamden,_Connecticut"
"http://dbpedia.org/resource/George_Benson_Johnston","http://dbpedia.org/resource/Hamilton,_Ontario"
"http://dbpedia.org/resource/George_Meredith","http://dbpedia.org/resource/Hampshire"
"http://dbpedia.org/resource/George_Wither","http://dbpedia.org/resource/Hampshire"
"http://dbpedia.org/resource/Thomas_Warton","http://dbpedia.org/resource/Hampshire"
"http://dbpedia.org/resource/Isaac_Watts","http://dbpedia.org/resource/Hampshire"
"http://dbpedia.org/resource/Herbert_Asquith_(poet)","http://dbpedia.org/resource/Hampstead"
"http://dbpedia.org/resource/Selima_Hill","http://dbpedia.org/resource/Hampstead"
"http://dbpedia.org/resource/Toi_Derricotte","http://dbpedia.org/resource/Hamtramck,_Michigan"
"http://dbpedia.org/resource/Benjamin_Zephaniah","http://dbpedia.org/resource/Handsworth,_West_Midlands"
"http://dbpedia.org/resource/Yuan_Mei","http://dbpedia.org/resource/Hangzhou"
"http://dbpedia.org/resource/M._K._Asante","http://dbpedia.org/resource/Harare,_Zimbabwe"
"http://dbpedia.org/resource/June_Jordan","http://dbpedia.org/resource/Harlem,_New_York"
"http://dbpedia.org/resource/Ralph_Chubb","http://dbpedia.org/resource/Harpenden"
"http://dbpedia.org/resource/Anthony_Burgess","http://dbpedia.org/resource/Harpurhey"
"http://dbpedia.org/resource/Clive_Wilmer","http://dbpedia.org/resource/Harrogate"
"http://dbpedia.org/resource/David_Gascoyne","http://dbpedia.org/resource/Harrow,_London"
"http://dbpedia.org/resource/Michael_Rosen","http://dbpedia.org/resource/Harrow,_London"
"http://dbpedia.org/resource/Mohammed_Abdullah_Hassan","http://dbpedia.org/resource/Haud"
"http://dbpedia.org/resource/José_Lezama_Lima","http://dbpedia.org/resource/Havana"
"http://dbpedia.org/resource/Lydia_Cabrera","http://dbpedia.org/resource/Havana"
"http://dbpedia.org/resource/Waldo_Williams","http://dbpedia.org/resource/Haverfordwest"
"http://dbpedia.org/resource/John_Greenleaf_Whittier","http://dbpedia.org/resource/Haverhill,_Massachusetts"
"http://dbpedia.org/resource/Annette_von_Droste-Hülshoff","http://dbpedia.org/resource/Havixbeck"
"http://dbpedia.org/resource/William_Drummond_of_Hawthornden","http://dbpedia.org/resource/Hawthornden_Castle"
"http://dbpedia.org/resource/Dana_Gioia","http://dbpedia.org/resource/Hawthorne,_California"
"http://dbpedia.org/resource/Christopher_Brennan","http://dbpedia.org/resource/Haymarket,_New_South_Wales"
"http://dbpedia.org/resource/Edwin_Arlington_Robinson","http://dbpedia.org/resource/Head_Tide,_Maine"
"http://dbpedia.org/resource/Edward_de_Vere,_17th_Earl_of_Oxford","http://dbpedia.org/resource/Hedingham_Castle"
"http://dbpedia.org/resource/Uuno_Kailas","http://dbpedia.org/resource/Heinola"
"http://dbpedia.org/resource/John_Clare","http://dbpedia.org/resource/Helpston"
"http://dbpedia.org/resource/Heathcote_Williams","http://dbpedia.org/resource/Helsby"
"http://dbpedia.org/resource/Laozi","http://dbpedia.org/resource/Henan"
"http://dbpedia.org/resource/Wendell_Berry","http://dbpedia.org/resource/Henry_County,_Kentucky"
"http://dbpedia.org/resource/Thomas_Traherne","http://dbpedia.org/resource/Hereford"
"http://dbpedia.org/resource/John_Masefield","http://dbpedia.org/resource/Herefordshire"
"http://dbpedia.org/resource/George_Chapman","http://dbpedia.org/resource/Hertfordshire"
"http://dbpedia.org/resource/William_Cowper","http://dbpedia.org/resource/Hertfordshire"
"http://dbpedia.org/resource/Henry_Howard,_Earl_of_Surrey","http://dbpedia.org/resource/Hertfordshire"
"http://dbpedia.org/resource/Petter_Dass","http://dbpedia.org/resource/Herøy,_Nordland"
"http://dbpedia.org/resource/Pete_Doherty","http://dbpedia.org/resource/Hexham"
"http://dbpedia.org/resource/Lemn_Sissay","http://dbpedia.org/resource/Higher_End"
"http://dbpedia.org/resource/Phillippa_Yaa_de_Villiers","http://dbpedia.org/resource/Hillbrow"
"http://dbpedia.org/resource/Sophocles","http://dbpedia.org/resource/Hippeios_Colonus"
"http://dbpedia.org/resource/Lucan","http://dbpedia.org/resource/Hispania_Baetica"
"http://dbpedia.org/resource/Martial","http://dbpedia.org/resource/Hispania_Tarraconensis"
"http://dbpedia.org/resource/George_Chapman","http://dbpedia.org/resource/Hitchin"
"http://dbpedia.org/resource/Mariska_Ady","http://dbpedia.org/resource/Hodod"
"http://dbpedia.org/resource/Karl_May","http://dbpedia.org/resource/Hohenstein-Ernstthal"
"http://dbpedia.org/resource/Sherwin_Bitsui","http://dbpedia.org/resource/Holbrook,_Arizona"
"http://dbpedia.org/resource/Edward_Lear","http://dbpedia.org/resource/Holloway,_London"
"http://dbpedia.org/resource/Joost_van_den_Vondel","http://dbpedia.org/resource/Holy_Roman_Empire"
"http://dbpedia.org/resource/Paul_Gerhardt","http://dbpedia.org/resource/Holy_Roman_Empire"
"http://dbpedia.org/resource/Clemens_Brentano","http://dbpedia.org/resource/Holy_Roman_Empire"
"http://dbpedia.org/resource/Friedrich_Gottlieb_Klopstock","http://dbpedia.org/resource/Holy_Roman_Empire"
"http://dbpedia.org/resource/Friedrich_Hölderlin","http://dbpedia.org/resource/Holy_Roman_Empire"
"http://dbpedia.org/resource/Friedrich_Rückert","http://dbpedia.org/resource/Holy_Roman_Empire"
"http://dbpedia.org/resource/Annette_von_Droste-Hülshoff","http://dbpedia.org/resource/Holy_Roman_Empire"
"http://dbpedia.org/resource/Ernst_Moritz_Arndt","http://dbpedia.org/resource/Holy_Roman_Empire"
"http://dbpedia.org/resource/Heinrich_Heine","http://dbpedia.org/resource/Holy_Roman_Empire"
"http://dbpedia.org/resource/Jean_Froissart","http://dbpedia.org/resource/Holy_Roman_Empire"
"http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe","http://dbpedia.org/resource/Holy_Roman_Empire"
"http://dbpedia.org/resource/Robert_Bloomfield","http://dbpedia.org/resource/Honington,_Suffolk"
"http://dbpedia.org/resource/Judith_Ortiz_Cofer","http://dbpedia.org/resource/Hormigueros,_Puerto_Rico"
"http://dbpedia.org/resource/Ursula_Bethell","http://dbpedia.org/resource/Horsell"
"http://dbpedia.org/resource/Charles_Montagu,_1st_Earl_of_Halifax","http://dbpedia.org/resource/Horton,_Northamptonshire"
"http://dbpedia.org/resource/Violet_Jacob","http://dbpedia.org/resource/House_of_Dun"
"http://dbpedia.org/resource/Miller_Williams","http://dbpedia.org/resource/Hoxie,_Arkansas"
"http://dbpedia.org/resource/Hai_Zi","http://dbpedia.org/resource/Huaining_County"
"http://dbpedia.org/resource/Wen_Yiduo","http://dbpedia.org/resource/Huanggang"
"http://dbpedia.org/resource/Qu_Yuan","http://dbpedia.org/resource/Hubei"
"http://dbpedia.org/resource/Meng_Haoran","http://dbpedia.org/resource/Hubei"
"http://dbpedia.org/resource/Wen_Yiduo","http://dbpedia.org/resource/Hubei"
"http://dbpedia.org/resource/Simon_Armitage","http://dbpedia.org/resource/Huddersfield"
"http://dbpedia.org/resource/Benito_Pastoriza_Iyodo","http://dbpedia.org/resource/Humacao"
"http://dbpedia.org/resource/Judit_Vihar","http://dbpedia.org/resource/Hungary"
"http://dbpedia.org/resource/Anna_Jókai","http://dbpedia.org/resource/Hungary"
"http://dbpedia.org/resource/László_Ladányi","http://dbpedia.org/resource/Hungary"
"http://dbpedia.org/resource/Ágnes_Rapai","http://dbpedia.org/resource/Hungary"
"http://dbpedia.org/resource/Géza_Röhrig","http://dbpedia.org/resource/Hungary"
"http://dbpedia.org/resource/István_Péter_Németh","http://dbpedia.org/resource/Hungary"
"http://dbpedia.org/resource/Henry_Howard,_Earl_of_Surrey","http://dbpedia.org/resource/Hunsdon"
"http://dbpedia.org/resource/George_MacDonald","http://dbpedia.org/resource/Huntly,_Scotland"
"http://dbpedia.org/resource/Theodor_Storm","http://dbpedia.org/resource/Husum,_Germany"
"http://dbpedia.org/resource/William_Stafford_(poet)","http://dbpedia.org/resource/Hutchinson,_Kansas"
"http://dbpedia.org/resource/Sayyid_Ahmedullah_Qadri","http://dbpedia.org/resource/Hyderabad"
